name,datetime,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,sunrise,sunset,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c
Siparia,2005-01-01,92.8,34.0106,8.33,10.3,70.7,1013.4,87.1,6.4,191.0,16.55,23009.0,64565.0,29.1,24.1,25.4,34.7,24.1,26.2,24.1
Siparia,2005-01-02,79.0,6.095999999999999,4.17,13.9,39.9,1013.2,64.6,7.8,202.38125,17.55625,23033.0,64598.0,32.1,23.1,26.6,34.3,23.1,27.5,22.1
Siparia,2005-01-03,81.6,0.508,4.17,8.1,63.1,1012.6,55.0,8.3,208.2875,17.99375,23056.0,64630.0,31.8,22.1,25.5,34.0,22.1,26.4,21.8
Siparia,2005-01-04,93.3,12.115799999999998,12.5,11.4,67.5,1011.6,83.0,6.8,199.80625,17.35625,23078.0,64663.0,29.2,23.1,24.6,33.7,23.1,25.1,23.4
Siparia,2005-01-05,83.3,0.7874,4.17,4.7,50.9,1012.7,77.8,16.8,191.39375,16.55625,23099.0,64695.0,31.3,23.7,25.1,33.4,23.7,25.3,21.8
Siparia,2005-01-06,83.2,2.0065999999999997,4.17,10.3,67.7,1010.8,92.5,9.8,191.28125,16.525,23120.0,64727.0,30.2,24.6,26.6,34.7,24.6,27.7,23.3
Siparia,2005-01-07,89.7,10.8966,8.33,12.8,77.7,1010.8,100.0,5.3,186.6375,16.10625,23139.0,64760.0,27.1,24.3,25.7,30.4,24.3,27.4,23.8
Siparia,2005-01-08,83.2,8.889999999999999,4.17,10.3,70.8,1011.9,90.0,9.6,195.175,16.8875,23158.0,64792.0,29.2,24.1,26.0,32.7,24.1,27.2,22.7
Siparia,2005-01-09,78.4,0.0,0.0,12.8,82.9,1011.6,81.5,9.5,192.1125,16.64375,23176.0,64823.0,30.1,23.7,27.3,34.3,23.7,29.6,23.1
Siparia,2005-01-10,90.8,2.0065999999999997,4.17,9.2,80.0,1010.1,68.0,7.2,203.25,17.53125,23193.0,64855.0,29.3,23.8,25.6,34.2,23.8,26.6,23.9
Siparia,2005-01-11,91.0,10.998199999999999,4.17,10.3,68.7,1011.1,76.3,8.8,211.03125,18.20625,23209.0,64886.0,31.7,23.8,25.4,37.3,23.8,26.1,23.6
Siparia,2005-01-12,87.9,0.0,0.0,10.3,45.2,1011.4,35.5,10.0,207.5,17.94375,23225.0,64918.0,31.3,24.1,26.1,37.4,24.1,27.2,23.8
Siparia,2005-01-13,86.9,11.7094,12.5,13.9,63.5,1012.7,82.5,4.5,209.08125,18.1,23239.0,64948.0,29.3,24.6,26.9,35.0,24.6,29.6,24.4
Siparia,2005-01-14,83.9,8.102599999999999,4.17,16.1,60.4,1011.7,88.2,6.3,214.425,18.55625,23253.0,64979.0,31.1,25.1,27.3,36.7,25.1,29.6,24.3
Siparia,2005-01-15,92.1,18.516599999999997,12.5,16.1,75.8,1010.8,91.3,5.1,207.2625,17.84375,23265.0,65009.0,29.2,23.1,25.2,33.9,23.1,25.9,23.7
Siparia,2005-01-16,95.8,32.9946,4.17,5.8,90.0,1010.2,66.7,8.9,208.33125,17.96875,23277.0,65039.0,25.2,23.2,24.2,25.2,23.2,24.2,23.4
Siparia,2005-01-17,97.4,0.0,0.0,0.0,90.0,1009.6,35.7,8.6,212.1,18.26875,23287.0,65068.0,24.8,21.8,22.4,24.8,21.8,22.4,22.1
Siparia,2005-01-18,71.0,0.0,0.0,13.9,332.4,1010.3,90.0,9.5,216.9,18.725,23297.0,65097.0,31.7,26.8,28.9,36.2,29.2,32.5,23.0
Siparia,2005-01-19,84.6,10.2108,8.33,11.4,291.6,1010.0,90.0,7.0,217.03125,18.73125,23305.0,65126.0,28.1,24.1,25.8,32.8,24.1,26.5,22.9
Siparia,2005-01-20,78.5,0.0,0.0,12.8,325.9,1010.6,80.6,9.8,224.7875,19.39375,23312.0,65154.0,33.1,22.8,26.9,37.8,22.8,28.4,22.6
Siparia,2005-01-21,89.1,16.002,4.17,16.1,55.5,1012.1,91.4,9.2,211.2375,18.25,23319.0,65181.0,26.1,24.2,25.1,26.1,24.2,25.1,23.1
Siparia,2005-01-22,93.1,7.518399999999999,16.67,10.3,63.2,1012.9,90.0,8.2,210.9375,18.25625,23324.0,65208.0,27.6,23.8,25.1,31.1,23.8,25.4,23.8
Siparia,2005-01-23,75.5,2.0065999999999997,4.17,18.3,68.4,1013.3,66.0,11.2,214.225,18.49375,23329.0,65235.0,30.8,24.7,28.0,35.2,24.7,30.3,23.1
Siparia,2005-01-24,74.3,0.3048,4.17,13.9,80.0,1013.7,64.7,9.2,228.13125,19.6625,23332.0,65261.0,30.6,22.8,27.7,34.6,22.8,29.9,22.6
Siparia,2005-01-25,78.6,0.0,0.0,11.4,69.3,1013.2,45.0,10.6,229.3125,19.78125,23334.0,65286.0,30.7,21.7,25.1,32.4,21.7,25.6,20.8
Siparia,2005-01-26,86.4,0.0,0.0,16.1,70.0,1013.3,31.3,12.3,224.05,19.3125,23336.0,65311.0,31.3,21.1,23.7,34.1,21.1,24.0,20.9
Siparia,2005-01-27,70.9,0.0,0.0,17.2,61.7,1013.3,48.8,8.8,217.20625,18.70625,23336.0,65335.0,31.3,22.1,27.5,34.7,22.1,29.3,21.4
Siparia,2005-01-28,65.5,0.0,0.0,11.4,61.7,1011.3,68.9,8.3,219.3,18.925,23335.0,65359.0,32.2,24.7,28.9,35.7,24.7,31.3,21.6
Siparia,2005-01-29,74.9,0.0,0.0,10.3,36.6,1010.8,62.2,12.1,209.60625,18.05625,23333.0,65382.0,30.8,22.7,26.2,32.9,22.7,26.9,21.0
Siparia,2005-01-30,78.2,0.508,4.17,10.3,1.5,1010.5,64.0,9.8,221.11875,19.0875,23330.0,65405.0,32.3,22.1,25.5,34.0,22.1,26.1,20.8
Siparia,2005-01-31,69.3,0.0,0.0,10.3,350.1,1010.7,45.7,11.5,230.53125,19.89375,23327.0,65426.0,33.1,20.1,26.4,33.6,20.1,26.9,19.3
Siparia,2005-02-01,77.2,0.0,0.0,11.4,9.9,1010.3,34.7,9.5,231.44375,19.9625,23322.0,65448.0,33.1,19.1,24.4,34.7,19.1,25.1,19.6
Siparia,2005-02-02,72.5,0.0,0.0,11.4,80.1,1010.1,36.0,10.9,231.55,19.9625,23316.0,65468.0,32.1,20.1,25.8,33.0,20.1,26.4,19.6
Siparia,2005-02-03,77.9,0.0,0.0,6.9,31.1,1011.9,83.5,9.2,226.48125,19.5625,23309.0,65488.0,30.1,21.3,25.3,32.0,21.3,26.3,20.9
Siparia,2005-02-04,77.9,0.0,0.0,9.2,109.5,1013.4,75.7,12.8,224.20625,19.3375,23301.0,65508.0,31.2,20.1,23.9,32.1,20.1,24.2,19.3
Siparia,2005-02-05,78.0,0.0,0.0,15.0,67.7,1013.5,79.2,9.1,218.43125,18.81875,23292.0,65526.0,30.7,22.7,26.4,34.2,22.7,27.8,21.9
Siparia,2005-02-06,65.9,0.9905999999999999,4.17,13.9,74.6,1011.6,47.3,10.4,220.01875,18.98125,23282.0,65544.0,31.3,25.3,29.9,35.6,25.3,33.3,22.7
Siparia,2005-02-10,77.8,0.0,0.0,15.7,71.8,1010.3,83.3,8.7,231.54375,20.0,23233.0,65610.0,30.7,25.7,27.8,34.6,25.7,30.2,23.3
Siparia,2005-02-11,69.8,0.0,0.0,12.8,69.7,1011.6,77.8,9.5,238.075,20.55,23218.0,65625.0,33.1,23.7,29.2,38.2,23.7,31.9,22.7
Siparia,2005-02-12,75.7,0.0,0.0,11.4,75.0,1012.2,73.3,10.2,232.18125,20.025,23203.0,65639.0,32.3,23.1,26.8,34.3,23.1,27.7,21.6
Siparia,2005-02-13,70.6,0.0,0.0,11.4,94.5,1012.9,77.5,9.5,243.08124999999998,21.06875,23186.0,65652.0,32.1,24.2,28.7,35.9,24.2,30.5,22.4
Siparia,2005-02-14,77.5,0.7874,4.17,13.9,75.1,1013.8,74.0,11.5,219.95,19.01875,23169.0,65665.0,30.8,23.6,26.7,34.2,23.6,27.9,22.2
Siparia,2005-02-15,73.5,0.6096,8.33,12.8,82.1,1011.2,34.1,8.4,242.75625,20.98125,23151.0,65677.0,32.2,23.1,27.6,36.0,23.1,29.1,21.9
Siparia,2005-02-16,74.5,0.508,4.17,8.1,64.9,1009.9,49.4,8.9,243.25625,21.00625,23132.0,65689.0,33.1,21.1,26.8,36.7,21.1,28.3,21.3
Siparia,2005-02-17,72.6,0.0,0.0,12.8,323.4,1011.0,59.3,7.8,234.6,20.31875,23112.0,65700.0,33.1,22.1,27.7,37.2,22.1,29.6,21.9
Siparia,2005-02-18,73.6,0.0,0.0,12.8,341.2,1012.2,82.4,7.8,237.8,20.60625,23091.0,65711.0,34.1,22.1,26.9,36.6,22.1,28.0,21.2
Siparia,2005-02-19,70.6,0.0,0.0,15.0,18.9,1013.2,72.2,8.8,243.025,21.03125,23070.0,65721.0,33.8,22.3,27.3,37.0,22.3,28.4,20.9
Siparia,2005-02-20,74.1,0.0,0.0,12.8,15.7,1013.7,52.1,9.5,246.24375,21.35,23047.0,65730.0,34.1,21.1,26.8,35.7,21.1,27.6,20.8
Siparia,2005-02-21,65.6,0.3048,4.17,20.8,9.1,1013.3,61.5,7.7,251.95,21.80625,23025.0,65739.0,33.1,22.1,27.7,34.7,22.1,28.4,19.9
Siparia,2005-02-22,77.5,0.0,0.0,16.1,54.6,1012.8,73.5,6.2,229.25,19.81875,23001.0,65747.0,31.1,21.8,25.8,34.3,21.8,26.8,21.3
Siparia,2005-02-23,79.1,0.9905999999999999,4.17,11.4,46.3,1013.2,71.9,6.9,238.7875,20.65,22976.0,65754.0,32.1,23.1,25.8,35.3,23.1,26.5,21.7
Siparia,2005-02-24,78.6,0.9905999999999999,4.17,16.1,72.2,1013.6,52.5,7.4,236.2,20.45,22951.0,65762.0,32.1,22.1,26.3,35.0,22.1,27.5,21.9
Siparia,2005-02-25,79.0,0.0,0.0,16.1,76.7,1013.2,64.7,7.2,244.08125,21.10625,22926.0,65768.0,33.1,24.1,27.5,37.2,24.1,29.3,23.1
Siparia,2005-02-26,73.2,0.3048,4.17,16.1,65.1,1013.1,65.5,7.9,251.04999999999998,21.7,22899.0,65774.0,33.1,23.8,27.7,37.2,23.8,29.3,22.1
Siparia,2005-02-27,77.1,0.0,0.0,13.9,68.9,1012.5,72.0,7.2,242.00625,20.8875,22872.0,65780.0,33.1,22.1,27.2,36.2,22.1,28.6,22.2
Siparia,2005-02-28,85.1,7.086600000000001,8.33,16.1,70.1,1012.9,48.0,8.1,254.14375,22.0375,22845.0,65785.0,32.1,23.8,26.0,34.5,23.8,26.8,23.0
Siparia,2005-03-01,75.9,0.0,0.0,15.0,75.8,1013.1,35.3,8.8,250.85,21.66875,22817.0,65790.0,33.1,21.1,26.9,37.2,21.1,28.4,21.6
Siparia,2005-03-02,62.9,0.0,0.0,13.9,76.5,1012.9,40.7,8.7,247.2375,21.34375,22788.0,65794.0,33.2,24.1,29.5,35.6,24.1,31.4,21.2
Siparia,2005-03-03,68.6,0.508,4.17,12.8,72.2,1013.3,48.1,9.0,255.125,22.05,22759.0,65798.0,33.1,23.3,28.0,36.2,23.3,29.6,21.3
Siparia,2005-03-04,72.7,0.0,0.0,12.8,81.8,1013.4,53.2,8.5,240.99375,20.8375,22729.0,65801.0,32.2,21.6,27.1,34.7,21.6,28.3,21.2
Siparia,2005-03-05,77.6,0.0,0.0,13.9,84.3,1013.0,72.8,8.7,246.5,21.29375,22699.0,65804.0,32.7,22.1,26.3,34.7,22.1,27.2,21.5
Siparia,2005-03-06,72.8,0.0,0.0,12.8,65.9,1014.1,84.4,9.9,251.4,21.725,22668.0,65807.0,33.3,22.1,27.2,36.8,22.1,28.4,21.4
Siparia,2005-03-07,61.3,0.0,0.0,19.5,64.2,1013.7,51.4,9.9,252.41875,21.79375,22637.0,65809.0,33.3,23.8,30.1,37.3,23.8,32.8,21.6
Siparia,2005-03-08,77.5,0.9905999999999999,4.17,11.4,52.4,1013.8,73.3,8.1,252.1,21.76875,22605.0,65811.0,33.1,22.7,26.4,34.7,22.7,27.3,21.7
Siparia,2005-03-09,72.1,0.0,0.0,12.8,79.5,1013.0,77.1,8.3,249.8375,21.556250000000002,22573.0,65813.0,33.8,22.1,27.2,36.1,22.1,28.1,21.0
Siparia,2005-03-10,77.3,0.0,0.0,12.8,80.5,1012.1,74.5,9.3,238.61875,20.6,22541.0,65814.0,33.7,23.2,27.1,36.8,23.2,28.3,22.4
Siparia,2005-03-11,83.9,1.4986,8.33,12.8,70.0,1012.8,60.7,7.6,241.56875,20.875,22508.0,65815.0,32.1,24.1,26.4,38.1,24.1,28.1,23.3
Siparia,2005-03-12,65.9,0.0,0.0,16.1,128.8,1014.0,39.4,8.3,253.3125,21.85625,22475.0,65816.0,32.1,22.7,29.0,35.9,22.7,31.2,21.6
Siparia,2005-03-13,70.0,0.0,0.0,16.1,97.6,1013.2,51.4,8.9,252.1875,21.76875,22442.0,65816.0,33.2,21.1,27.9,37.2,21.1,29.7,21.4
Siparia,2005-03-14,62.4,0.0,0.0,12.8,79.3,1012.1,33.0,8.6,254.3625,21.95,22408.0,65816.0,33.1,23.1,28.5,34.7,23.1,29.4,19.9
Siparia,2005-03-15,68.4,0.0,0.0,11.4,69.3,1011.7,48.9,9.4,243.04375,20.9875,22375.0,65816.0,34.1,21.2,26.7,36.6,21.2,27.7,19.8
Siparia,2005-03-16,66.9,0.0,0.0,13.9,64.6,1012.7,52.5,10.5,248.775,21.5,22340.0,65816.0,33.8,21.1,27.0,35.7,21.1,27.8,19.7
Siparia,2005-03-17,57.2,0.0,0.0,15.0,73.2,1013.3,61.4,7.5,273.23125,23.5875,22306.0,65816.0,34.1,21.8,29.4,34.7,21.8,30.6,19.4
Siparia,2005-03-18,72.3,0.0,0.0,11.4,69.4,1013.2,44.4,9.7,270.65625,23.36875,22272.0,65815.0,32.8,24.3,26.6,35.1,24.3,27.0,20.9
Siparia,2005-03-19,72.5,0.0,0.0,13.9,78.6,1013.3,67.8,7.5,262.9375,22.675,22237.0,65815.0,33.2,23.1,28.1,37.2,23.1,30.1,22.2
Siparia,2005-03-20,86.5,0.0,0.0,16.1,75.1,1013.5,32.3,7.1,261.325,22.55625,22202.0,65814.0,32.8,24.1,25.9,35.4,24.1,26.5,23.2
Siparia,2005-03-21,68.8,0.9905999999999999,4.17,17.2,74.0,1013.5,40.0,6.6,256.175,22.08125,22168.0,65813.0,33.2,24.1,28.7,35.9,24.1,30.4,21.9
Siparia,2005-03-22,70.4,0.7874,4.17,20.8,66.7,1015.2,50.0,7.0,262.99375,22.70625,22133.0,65812.0,33.1,24.7,28.9,36.2,24.7,31.7,22.7
Siparia,2005-03-23,67.1,0.0,0.0,18.3,74.8,1015.8,35.6,7.5,256.2,22.1,22098.0,65811.0,33.6,24.3,28.9,35.9,24.3,30.5,21.6
Siparia,2005-03-24,68.0,0.0,0.0,15.0,75.9,1015.1,41.4,7.9,269.99375,23.325,22063.0,65810.0,33.1,24.1,28.5,36.5,24.1,30.2,21.5
Siparia,2005-03-25,92.6,9.0932,16.67,12.8,72.0,1013.7,75.3,6.1,261.075,22.575,22027.0,65809.0,27.1,24.1,24.9,30.4,24.1,25.1,23.6
Siparia,2005-03-26,89.4,10.1854,8.33,18.3,62.3,1013.0,67.5,5.8,257.95,22.2875,21992.0,65807.0,30.1,23.1,25.2,34.3,23.1,26.1,23.3
Siparia,2005-03-27,76.8,3.302,4.17,15.0,76.1,1013.1,52.5,9.2,266.18125,23.00625,21957.0,65806.0,31.3,25.1,27.3,34.4,25.1,28.8,22.7
Siparia,2005-03-28,82.7,1.8795999999999997,12.5,15.0,65.8,1012.6,74.2,7.6,267.375,23.1,21922.0,65805.0,30.3,23.7,26.2,33.9,23.7,27.4,22.8
Siparia,2005-03-29,68.4,2.0065999999999997,4.17,21.9,67.1,1013.2,60.7,9.0,261.25,22.5625,21887.0,65804.0,32.1,24.3,28.9,35.9,24.3,31.3,22.2
Siparia,2005-03-30,82.0,0.0,0.0,17.2,65.2,1013.2,67.3,7.9,263.2375,22.75,21852.0,65803.0,31.7,23.8,26.4,34.6,23.8,27.6,22.8
Siparia,2005-03-31,82.3,2.9972,4.17,17.2,62.6,1012.7,80.0,4.9,247.73125,21.43125,21818.0,65801.0,31.1,24.1,26.9,36.7,24.1,28.7,23.5
Siparia,2005-04-01,73.5,0.0,0.0,17.2,73.0,1013.4,56.9,6.5,257.725,22.256249999999998,21783.0,65800.0,32.1,25.6,28.9,36.9,25.6,31.9,23.4
Siparia,2005-04-02,76.3,0.0,0.0,13.9,72.0,1012.7,46.7,6.6,259.525,22.40625,21749.0,65799.0,33.1,24.1,28.3,38.2,24.1,30.9,23.4
Siparia,2005-04-03,70.4,0.0,0.0,17.2,63.4,1013.6,53.1,5.9,259.99375,22.4625,21714.0,65799.0,32.1,26.3,29.6,36.9,26.3,33.6,23.4
Siparia,2005-04-04,85.3,0.0,0.0,11.4,69.8,1013.9,55.7,6.7,267.30625,23.05625,21680.0,65798.0,29.3,25.1,26.3,32.3,25.1,26.8,23.5
Siparia,2005-04-05,72.9,0.0,0.0,21.9,61.3,1013.6,76.7,6.4,261.80625,22.66875,21646.0,65797.0,32.1,24.8,28.4,35.6,24.8,30.6,22.7
Siparia,2005-04-06,67.6,0.0,0.0,18.3,59.3,1013.6,84.0,6.9,251.625,21.7125,21613.0,65797.0,32.2,25.2,28.8,35.0,25.2,31.2,21.9
Siparia,2005-04-07,69.0,0.0,0.0,19.5,56.6,1013.4,68.3,6.8,261.4125,22.556250000000002,21579.0,65797.0,33.1,25.1,28.6,37.2,25.1,30.8,22.1
Siparia,2005-04-08,74.8,0.0,0.0,17.2,67.6,1012.4,75.2,6.4,258.66875,22.33125,21546.0,65796.0,32.7,25.1,28.3,37.3,25.1,30.8,23.2
Siparia,2005-04-09,77.4,2.9972,8.33,18.3,68.4,1012.5,79.5,6.6,260.8,22.51875,21514.0,65797.0,32.1,24.3,27.8,36.9,24.3,29.7,23.2
Siparia,2005-04-10,82.2,0.508,4.17,17.2,72.0,1011.2,75.7,6.4,268.26875,23.1625,21481.0,65797.0,31.1,24.1,27.0,34.7,24.1,28.6,23.4
Siparia,2005-04-11,78.1,0.0,0.0,15.0,73.4,1010.3,88.3,6.8,263.875,22.76875,21449.0,65797.0,34.1,25.1,28.3,42.6,25.1,30.9,23.7
Siparia,2005-04-12,77.1,0.0,0.0,15.0,79.8,1011.3,85.0,6.9,258.3375,22.30625,21417.0,65798.0,33.2,25.7,28.7,38.2,25.7,31.6,23.9
Siparia,2005-04-13,76.7,0.0,0.0,19.5,71.1,1012.3,90.0,6.2,249.1625,21.5,21386.0,65799.0,33.1,25.1,28.2,37.2,25.1,30.3,23.4
Siparia,2005-04-14,74.4,0.0,0.0,18.3,72.7,1012.1,84.8,5.1,245.70625,21.3,21355.0,65800.0,32.3,25.1,28.4,37.1,25.1,30.3,23.0
Siparia,2005-04-15,72.7,0.0,0.0,19.5,78.8,1011.8,53.3,5.4,240.975,20.775,21324.0,65802.0,33.1,24.7,28.5,37.2,24.7,30.7,22.7
Siparia,2005-04-16,72.0,0.0,0.0,17.2,70.3,1013.2,50.0,6.1,253.61875,21.94375,21294.0,65804.0,33.1,24.1,28.2,35.6,24.1,29.9,22.2
Siparia,2005-04-17,71.2,0.0,0.0,19.5,65.3,1012.9,61.7,6.7,253.16875,21.81875,21265.0,65806.0,33.2,22.3,27.7,35.4,22.3,28.9,21.3
Siparia,2005-04-18,73.1,0.0,0.0,15.0,74.2,1011.4,60.0,7.1,259.16875,22.38125,21235.0,65808.0,33.1,23.8,28.2,36.2,23.8,30.2,22.4
Siparia,2005-04-19,73.1,0.0,0.0,16.1,74.1,1011.0,79.0,7.2,247.75,21.4125,21207.0,65811.0,34.2,24.7,28.4,38.3,24.7,30.6,22.8
Siparia,2005-04-20,76.9,0.0,0.0,15.0,70.6,1011.3,88.3,6.9,242.49375,20.925,21179.0,65814.0,34.1,25.1,28.3,39.5,25.1,30.9,23.6
Siparia,2005-04-21,71.0,0.0,0.0,13.9,86.4,1011.0,70.0,6.9,248.48749999999998,21.5,21151.0,65817.0,34.1,25.8,29.1,37.4,25.8,31.1,22.7
Siparia,2005-04-22,77.6,0.0,0.0,17.2,104.9,1010.6,86.3,7.4,259.11875,22.35,21124.0,65821.0,33.3,25.1,28.7,39.4,25.1,32.1,24.1
Siparia,2005-04-23,76.0,0.0,0.0,13.9,92.7,1011.3,76.7,6.7,248.79375,21.5125,21097.0,65825.0,34.1,26.1,29.2,40.7,26.1,32.8,24.2
Siparia,2005-04-24,73.3,0.0,0.0,16.1,89.0,1011.8,55.8,7.0,249.09375,21.51875,21071.0,65829.0,33.6,25.1,29.1,38.2,25.1,31.9,23.4
Siparia,2005-04-25,72.5,0.0,0.0,13.9,82.1,1012.5,43.8,5.7,245.425,21.15625,21046.0,65834.0,35.1,25.8,29.2,38.7,25.8,31.4,23.1
Siparia,2005-04-26,68.5,0.0,0.0,13.9,75.4,1012.9,38.8,8.3,251.04375,21.68125,21021.0,65839.0,34.1,24.1,28.9,37.4,24.1,30.7,21.9
Siparia,2005-04-27,67.6,0.0,0.0,16.1,71.2,1012.8,40.8,8.9,238.1625,20.58125,20997.0,65845.0,34.1,22.1,28.4,36.6,22.1,30.1,21.3
Siparia,2005-04-28,67.0,0.0,0.0,11.4,85.7,1012.4,46.7,8.4,299.0141221374046,25.684351145038164,20973.0,65850.0,35.1,24.1,28.8,37.8,24.1,30.4,21.4
Siparia,2005-04-29,75.1,0.0,0.0,15.0,81.7,1012.4,73.5,8.8,234.07999999999998,20.233333333333334,20951.0,65857.0,34.1,24.1,28.4,37.4,24.1,31.1,23.2
Siparia,2005-04-30,79.9,2.0065999999999997,4.17,13.9,83.0,1013.7,75.4,8.0,250.81333333333333,21.613333333333333,20928.0,65863.0,32.8,24.7,27.8,38.1,24.7,30.2,23.8
Siparia,2005-05-01,87.8,4.8768,8.33,17.2,97.7,1014.4,85.4,8.1,240.02666666666664,20.69333333333333,20907.0,65870.0,30.1,24.8,26.4,36.3,24.8,28.0,24.2
Siparia,2005-05-02,80.9,0.0,0.0,9.2,88.2,1013.4,81.3,8.2,226.29333333333335,19.513333333333332,20886.0,65878.0,33.1,23.7,27.6,37.2,23.7,29.9,23.6
Siparia,2005-05-03,76.6,0.0,0.0,17.2,81.3,1013.0,43.9,8.2,229.15333333333334,19.753333333333334,20866.0,65885.0,34.1,24.1,28.4,39.5,24.1,31.2,23.4
Siparia,2005-05-04,77.9,0.0,0.0,20.8,69.6,1013.5,61.7,8.1,239.00666666666666,20.613333333333333,20847.0,65894.0,32.8,25.1,28.1,37.5,25.1,30.4,23.6
Siparia,2005-05-05,79.6,4.0893999999999995,4.17,17.2,70.9,1013.6,66.7,7.7,259.00666666666666,22.353333333333335,20828.0,65902.0,34.1,25.1,28.1,37.4,25.1,30.7,23.9
Siparia,2005-05-06,89.5,2.0065999999999997,4.17,16.1,73.4,1013.4,79.1,6.1,256.42,22.073333333333334,20810.0,65911.0,30.8,24.1,26.3,36.2,24.1,27.9,24.4
Siparia,2005-05-07,85.1,2.9972,8.33,21.9,73.9,1012.5,75.8,6.6,256.84666666666664,22.173333333333336,20793.0,65920.0,32.2,24.1,27.5,38.1,24.1,30.1,24.5
Siparia,2005-05-08,81.9,1.2953999999999999,8.33,13.9,74.5,1012.0,76.3,7.1,236.02666666666667,20.4,20776.0,65930.0,32.1,25.1,28.0,39.3,25.1,30.8,24.4
Siparia,2005-05-09,81.0,3.5813999999999995,8.33,15.0,82.7,1011.7,86.7,6.5,250.19333333333333,21.59333333333333,20760.0,65940.0,31.1,24.7,27.7,37.9,24.7,30.2,23.9
Siparia,2005-05-10,78.5,0.0,0.0,15.0,81.4,1011.7,84.2,6.5,239.84,20.68,20745.0,65951.0,32.7,24.1,28.1,39.2,24.1,31.0,23.7
Siparia,2005-05-11,74.8,0.0,0.0,16.1,94.3,1011.1,68.3,7.7,259.50666666666666,22.446666666666665,20731.0,65961.0,33.1,24.1,28.4,37.2,24.1,30.9,23.1
Siparia,2005-05-12,84.7,6.095999999999999,4.17,15.0,83.8,1011.0,60.5,6.9,250.2133333333333,21.626666666666665,20718.0,65973.0,32.2,24.1,27.6,38.8,24.1,30.6,24.6
Siparia,2005-05-13,78.3,2.0065999999999997,4.17,16.1,87.2,1010.1,83.3,5.9,254.17333333333332,21.966666666666665,20705.0,65984.0,32.6,25.6,28.6,38.1,25.6,31.4,24.1
Siparia,2005-05-14,83.8,10.8966,4.17,16.1,62.1,1009.7,89.2,5.8,226.34666666666666,19.56,20693.0,65996.0,32.1,25.1,28.0,38.1,25.1,31.1,24.8
Siparia,2005-05-15,92.1,8.407399999999999,8.33,12.8,71.7,1009.5,89.2,5.6,230.99333333333334,19.926666666666666,20682.0,66008.0,30.2,25.1,26.9,37.6,25.1,29.5,25.5
Siparia,2005-05-16,95.4,34.0868,8.33,13.9,83.5,1010.5,87.8,5.1,239.51999999999998,20.64,20672.0,66021.0,29.1,24.7,25.8,35.8,24.7,26.2,24.9
Siparia,2005-05-17,79.6,0.3048,4.17,12.8,79.2,1010.9,67.3,6.6,248.82666666666668,21.526666666666664,20663.0,66034.0,33.1,24.7,28.4,38.2,24.7,31.3,24.1
Siparia,2005-05-18,77.9,0.0,0.0,13.9,73.5,1010.1,52.7,7.3,240.48,20.753333333333334,20654.0,66047.0,34.1,23.1,27.9,39.5,23.1,30.4,23.3
Siparia,2005-05-19,86.3,11.2014,8.33,8.1,223.7,1009.4,68.2,7.7,238.37333333333333,20.60666666666667,20646.0,66060.0,33.1,23.3,27.1,40.7,23.3,30.1,24.4
Siparia,2005-05-20,77.7,0.0,0.0,11.4,84.0,1010.4,79.1,8.6,244.57333333333332,21.1,20639.0,66074.0,34.1,23.8,28.9,40.7,23.8,32.9,24.3
Siparia,2005-05-21,77.9,0.0,0.0,10.3,81.9,1011.1,90.0,6.1,230.85333333333335,19.9,20633.0,66088.0,33.1,25.1,28.5,38.2,25.1,31.6,24.0
Siparia,2005-05-22,80.8,0.0,0.0,15.0,90.2,1011.1,60.8,7.9,219.79333333333335,18.986666666666668,20627.0,66103.0,33.3,25.1,28.7,40.6,25.1,32.7,24.8
Siparia,2005-05-23,75.6,0.0,0.0,11.4,86.7,1010.2,40.4,8.7,222.83333333333334,19.226666666666667,20622.0,66117.0,34.1,26.1,29.5,39.6,26.1,33.8,24.4
Siparia,2005-05-24,79.6,50.0126,4.17,12.8,91.2,1010.7,51.3,8.4,240.66666666666666,20.78666666666667,20618.0,66132.0,33.1,25.1,28.8,39.4,25.1,33.1,24.7
Siparia,2005-05-25,79.4,0.0,0.0,13.9,80.6,1011.7,61.7,8.3,225.76000000000002,19.459999999999997,20615.0,66147.0,33.1,24.8,28.7,39.4,24.8,32.6,24.6
Siparia,2005-05-26,81.7,2.0065999999999997,4.17,13.9,83.2,1012.5,73.0,7.5,213.42000000000002,18.38,20613.0,66162.0,32.1,25.1,28.3,40.8,25.1,32.1,24.7
Siparia,2005-05-27,87.6,14.985999999999999,12.5,12.8,74.8,1013.3,73.9,6.5,211.23999999999998,18.220000000000002,20611.0,66178.0,32.3,25.1,27.6,39.9,25.1,31.0,25.2
Siparia,2005-05-28,81.8,1.9811999999999999,8.33,13.9,92.0,1012.6,43.0,5.0,214.99333333333334,18.540000000000003,20610.0,66193.0,33.1,24.7,28.4,39.4,24.7,32.1,24.8
Siparia,2005-05-29,88.1,2.5146,8.33,15.0,87.6,1012.2,87.1,6.7,194.86666666666667,16.846666666666668,20610.0,66209.0,29.1,25.7,27.1,34.7,25.7,29.7,24.9
